DATA;DIA DA SEMANA;JOGOS ESPERADOS (TEORIA);JOGOS NA BD (REALIDADE);ESTADO AUDITORIA;OBSERVACOES OBRIGATORIAS
16/12/2023;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/12/2023;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/12/2023;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/12/2023;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/12/2023;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/12/2023;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/12/2023;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/12/2023;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
24/12/2023;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/12/2023;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/12/2023;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/12/2023;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/12/2023;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
29/12/2023;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/12/2023;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
31/12/2023;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/01/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/01/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/01/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/01/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
05/01/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/01/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
07/01/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/01/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/01/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/01/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/01/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
12/01/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/01/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
14/01/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/01/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/01/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/01/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/01/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/01/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/01/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/01/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/01/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/01/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/01/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/01/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/01/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/01/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/01/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/01/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
30/01/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
31/01/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/02/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/02/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/02/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/02/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/02/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/02/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/02/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/02/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/02/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/02/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/02/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/02/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/02/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/02/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/02/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/02/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/02/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/02/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/02/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/02/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/02/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/02/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/02/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/02/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/02/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/02/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/02/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/02/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/02/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
01/03/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/03/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
03/03/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
04/03/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
05/03/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/03/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
07/03/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
08/03/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
09/03/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
10/03/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
11/03/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
12/03/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/03/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
14/03/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
15/03/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
16/03/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
17/03/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
18/03/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/03/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/03/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/03/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
22/03/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
23/03/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
24/03/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
25/03/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/03/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/03/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/03/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
29/03/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
30/03/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
31/03/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/04/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/04/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/04/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/04/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
05/04/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/04/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
07/04/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/04/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/04/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/04/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/04/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
12/04/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/04/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
14/04/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/04/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/04/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/04/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/04/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/04/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/04/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/04/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/04/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/04/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/04/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/04/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/04/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/04/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/04/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/04/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
30/04/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/05/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
02/05/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
03/05/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/05/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
05/05/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
06/05/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
07/05/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/05/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
09/05/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
10/05/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/05/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
12/05/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
13/05/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
14/05/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/05/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
16/05/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
17/05/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/05/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
19/05/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
20/05/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
21/05/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/05/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
23/05/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
24/05/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/05/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
26/05/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
27/05/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
28/05/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/05/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
30/05/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
31/05/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
01/06/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
02/06/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
03/06/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
04/06/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
05/06/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
06/06/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
07/06/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
08/06/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
09/06/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
10/06/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
11/06/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
12/06/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
13/06/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
14/06/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
15/06/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
16/06/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
17/06/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
18/06/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
19/06/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
20/06/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
21/06/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
22/06/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
23/06/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
24/06/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
25/06/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
26/06/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
27/06/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
28/06/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
29/06/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
30/06/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
01/07/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/07/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/07/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/07/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
05/07/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
06/07/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
07/07/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
08/07/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/07/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/07/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/07/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
12/07/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
13/07/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
14/07/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
15/07/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/07/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/07/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/07/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
19/07/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
20/07/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
21/07/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
22/07/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/07/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/07/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/07/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
26/07/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
27/07/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
28/07/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
29/07/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
30/07/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
31/07/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/08/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
02/08/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
03/08/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
04/08/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
05/08/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/08/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/08/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/08/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
09/08/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
10/08/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
11/08/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
12/08/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/08/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/08/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/08/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
16/08/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
17/08/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
18/08/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
19/08/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/08/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/08/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/08/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
23/08/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
24/08/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
25/08/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
26/08/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/08/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/08/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/08/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
30/08/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
31/08/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
01/09/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
02/09/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
03/09/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
04/09/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
05/09/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
06/09/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
07/09/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
08/09/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
09/09/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
10/09/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
11/09/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
12/09/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
13/09/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
14/09/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
15/09/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
16/09/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
17/09/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
18/09/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
19/09/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
20/09/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
21/09/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
22/09/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
23/09/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
24/09/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
25/09/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
26/09/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
27/09/2024;SEX;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
28/09/2024;SAB;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
29/09/2024;DOM;NENHUM;NENHUM;CALMO (Nenhum Jogo);
30/09/2024;SEG;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
01/10/2024;TER;EUROMILLIONS;EUROMILLIONS;TUDO PRESENTE E BEM DATADO;
02/10/2024;QUA;TOTOLOTO;TOTOLOTO;TUDO PRESENTE E BEM DATADO;
03/10/2024;QUI;EURODREAMS;EURODREAMS;TUDO PRESENTE E BEM DATADO;
